"gene_id","symbol","global","adjP","call"
"ENSG00000139998","RAB15",0.00345924273059378,0.0453401188651606,"Hit"
"ENSG00000140006","WDR89",0.00253118027805098,0.0351326765733235,"Hit"
"ENSG00000140057","AK7",3.88895240336816e-05,0.00105641266818358,"Hit"
"ENSG00000140104","CLBA1",1.01264341627867e-05,0.000328017527558038,"Hit"
"ENSG00000140284","SLC27A2",1.58287927150482e-05,0.000483851624671256,"Hit"
"ENSG00000140326","CDAN1",0.00125341863852856,0.0199840619142856,"Hit"
"ENSG00000140416","TPM1",0.000380278394051149,0.00741506607778479,"Hit"
"ENSG00000140443","IGF1R",5.56524245887292e-07,2.40263081089718e-05,"Hit"
"ENSG00000140450","ARRDC4",0.000538743633346665,0.00993382425580001,"Hit"
"ENSG00000140479","PCSK6",2.00112130755388e-19,6.04747955148725e-17,"Hit"
"ENSG00000140526","ABHD2",0.000452442402894179,0.00853956938436323,"Hit"
"ENSG00000140548","ZNF710",3.46223527166363e-07,1.57932564004499e-05,"Hit"
"ENSG00000140564","FURIN",6.07624932966694e-06,0.000204287957867462,"Hit"
"ENSG00000140577","CRTC3",0.0016145514972078,0.0244101094466994,"Hit"
"ENSG00000140600","SH3GL3",0.00322664812610836,0.0426064946701717,"Hit"
"ENSG00000140623","SEPTIN12",0.00225048803588413,0.0319708754414009,"Hit"
"ENSG00000140688","C16orf58",8.56336446296271e-05,0.00210280807505107,"Hit"
"ENSG00000140718","FTO",1.76263644144969e-24,9.7657403174819e-22,"Hit"
"ENSG00000140807","NKD1",1.69039871837241e-10,1.33396034173281e-08,"Hit"
"ENSG00000140859","KIFC3",1.06372737720106e-14,1.6939380760051e-12,"Hit"
"ENSG00000140931","CMTM3",2.64109034351525e-05,0.000754427031100372,"Hit"
"ENSG00000141252","VPS53",0.000140167309300573,0.00319966474123558,"Hit"
"ENSG00000141298","SSH2",4.5722276956979e-08,2.45148837377802e-06,"Hit"
"ENSG00000141376","BCAS3",0.00143148527878379,0.0222235373636756,"Hit"
"ENSG00000141404","GNAL",0.00248718672958738,0.0346713577048548,"Hit"
"ENSG00000141449","GREB1L",1.07789746462075e-13,1.50081702482326e-11,"Hit"
"ENSG00000141503","MINK1",5.97645992624455e-05,0.00154608925368237,"Hit"
"ENSG00000141510","TP53",4.34609444673908e-07,1.92633392860965e-05,"Hit"
"ENSG00000141542","RAB40B",0.000283758204090286,0.00579145485769537,"Hit"
"ENSG00000141556","TBCD",0.00106347860503802,0.0175338809810174,"Hit"
"ENSG00000141576","RNF157",2.64358603262299e-09,1.7488439540193e-07,"Hit"
"ENSG00000141622","RNF165",3.01930400257846e-06,0.000108948942529948,"Hit"
"ENSG00000141627","DYM",5.59199129984046e-10,4.10810543171152e-08,"Hit"
"ENSG00000141639","MAPK4",0.000581003962210029,0.0106340119552743,"Hit"
"ENSG00000141753","IGFBP4",1.38873460567351e-13,1.88428612771843e-11,"Hit"
"ENSG00000141756","FKBP10",0.00123910269035607,0.0198629879127964,"Hit"
"ENSG00000141858","SAMD1",0.00126402076515848,0.0201289630111524,"Hit"
"ENSG00000142089","IFITM3",1.18050982429492e-05,0.000371532287186973,"Hit"
"ENSG00000142192","APP",1.08301312275406e-25,7.02479292354184e-23,"Hit"
"ENSG00000142230","SAE1",1.85547838945592e-08,1.0657579328119e-06,"Hit"
"ENSG00000142611","PRDM16",9.94666654284405e-10,6.9610960536946e-08,"Hit"
"ENSG00000142627","EPHA2",1.27705227709316e-10,1.03227745462053e-08,"Hit"
"ENSG00000142655","PEX14",8.35664477825752e-16,1.67095196415775e-13,"Hit"
"ENSG00000142798","HSPG2",6.40402273210259e-10,4.65899488488191e-08,"Hit"
"ENSG00000142871","CCN1",7.47429118659476e-15,1.26605923449873e-12,"Hit"
"ENSG00000142875","PRKACB",0.000721145707071956,0.012642154867417,"Hit"
"ENSG00000142949","PTPRF",1.14537550332829e-05,0.000362502051281345,"Hit"
"ENSG00000143127","ITGA10",2.88692428114233e-09,1.89567566253578e-07,"Hit"
"ENSG00000143184","XCL1",4.98925435398284e-07,2.17515131622655e-05,"Hit"
"ENSG00000143198","MGST3",0.00181674908809542,0.0268724583764028,"Hit"
"ENSG00000143217","NECTIN4",0.0029891767921902,0.0402910124741542,"Hit"
"ENSG00000143248","RGS5",6.38720531757968e-19,1.86660811226059e-16,"Hit"
"ENSG00000143257","NR1I3",4.48499761562536e-06,0.000155507205462765,"Hit"
"ENSG00000143341","HMCN1",3.40980331709081e-05,0.000947547642786969,"Hit"
"ENSG00000143368","SF3B4",0.00114276985554727,0.0186675807975577,"Hit"
"ENSG00000143373","ZNF687",1.81364761727349e-05,0.000547470428306143,"Hit"
"ENSG00000143632","ACTA1",1.16378060671983e-11,1.1132942969463e-09,"Hit"
"ENSG00000143776","CDC42BPA",0.00102375439849235,0.0169842323602655,"Hit"
"ENSG00000143878","RHOB",4.91443368389306e-11,4.22959383137386e-09,"Hit"
"ENSG00000143919","CAMKMT",2.04388064226024e-18,5.66197518752801e-16,"Hit"
"ENSG00000143995","MEIS1",0.000811142102155368,0.0140074760160519,"Hit"
"ENSG00000144036","EXOC6B",0.00014634974899585,0.00330954525917997,"Hit"
"ENSG00000144218","AFF3",1.42883722531122e-20,4.87160220127262e-18,"Hit"
"ENSG00000144278","GALNT13",6.69470915270075e-29,6.8476575079586e-26,"Hit"
"ENSG00000144283","PKP4",4.96112718398866e-25,2.93191591846654e-22,"Hit"
"ENSG00000144331","ZNF385B",6.20594040769498e-05,0.00160078350341649,"Hit"
"ENSG00000144452","ABCA12",1.91366340410826e-07,9.25308446706457e-06,"Hit"
"ENSG00000144504","ANKMY1",0.000102044395227656,0.00243824676251958,"Hit"
"ENSG00000144642","RBMS3",3.56903961035389e-07,1.61695126742336e-05,"Hit"
"ENSG00000144674","GOLGA4",4.19868391002647e-08,2.26950812811472e-06,"Hit"
"ENSG00000144677","CTDSPL",0.000429968659048443,0.00818510130188569,"Hit"
"ENSG00000144724","PTPRG",4.79195590494605e-38,9.80286733354887e-35,"Hit"
"ENSG00000144730","IL17RD",1.01793155131651e-12,1.17189920674075e-10,"Hit"
"ENSG00000144824","PHLDB2",8.88638731531884e-11,7.38514325823716e-09,"Hit"
"ENSG00000144891","AGTR1",0.00389646053997815,0.0499919062850801,"Hit"
"ENSG00000144893","MED12L",0.000207375727089894,0.00445113001309818,"Hit"
"ENSG00000145012","LPP",7.23997369743097e-13,8.51946285440174e-11,"Hit"
"ENSG00000145050","MANF",1.08409548997651e-05,0.000345890011322547,"Hit"
"ENSG00000145147","SLIT2",1.74884128518406e-26,1.26386926134776e-23,"Hit"
"ENSG00000145220","LYAR",0.00160339909324048,0.0242690924790195,"Hit"
"ENSG00000145242","EPHA5",0.000337566374955361,0.00670443627749281,"Hit"
"ENSG00000145246","ATP10D",0.000780652453013082,0.013542512286647,"Hit"
"ENSG00000145284","SCD5",5.23243007371659e-15,9.27674969202793e-13,"Hit"
"ENSG00000145287","PLAC8",3.38911116387597e-14,5.0920916549219e-12,"Hit"
"ENSG00000145348","TBCK",0.00276170522476409,0.0377414125114986,"Hit"
"ENSG00000145362","ANK2",1.02049444140477e-40,3.01544768607982e-37,"Hit"
"ENSG00000145375","SPATA5",0.00193822368509708,0.0283059421644545,"Hit"
"ENSG00000145476","CYP4V2",0.000198224620399807,0.00428584191456297,"Hit"
"ENSG00000145604","SKP2",0.00320912577619942,0.0424594482050982,"Hit"
"ENSG00000145687","SSBP2",0.00023120915680397,0.00486838979892699,"Hit"
"ENSG00000145703","IQGAP2",0.00282678326339312,0.038512025669404,"Hit"
"ENSG00000145730","PAM",4.96827819469282e-16,1.01635684853585e-13,"Hit"
"ENSG00000145781","COMMD10",1.2517851464083e-06,4.92455239402104e-05,"Hit"
"ENSG00000145819","ARHGAP26",3.12346325060031e-13,4.05196983836413e-11,"Hit"
"ENSG00000145911","N4BP3",0.00343400300790515,0.0450982103665331,"Hit"
"ENSG00000145996","CDKAL1",1.62413900652033e-06,6.25070227777159e-05,"Hit"
"ENSG00000146039","SLC17A4",0.00294706214236247,0.0398040480517966,"Hit"
"ENSG00000146066","HIGD2A",0.00133304091009973,0.0210028948561886,"Hit"
"ENSG00000146067","FAM193B",0.000439780000811902,0.00834201807531507,"Hit"
"ENSG00000146072","TNFRSF21",2.99141160417322e-08,1.65392100210775e-06,"Hit"
"ENSG00000146090","RASGEF1C",0.00285173291978294,0.0388121726042515,"Hit"
"ENSG00000146094","DOK3",0.00335970825074311,0.0441879729081415,"Hit"
"ENSG00000146267","FAXC",0.00296265556453336,0.0399907377038404,"Hit"
"ENSG00000146373","RNF217",5.36678891630304e-06,0.000183206750905108,"Hit"
"ENSG00000146376","ARHGAP18",5.66320249605536e-07,2.42914850290478e-05,"Hit"
"ENSG00000146416","AIG1",8.63132162579734e-07,3.54712933456169e-05,"Hit"
"ENSG00000146425","DYNLT1",0.000152895871120489,0.00342652401152853,"Hit"
"ENSG00000146555","SDK1",5.85547611510225e-28,5.56144756446533e-25,"Hit"
"ENSG00000146592","CREB5",6.59903939287178e-12,6.77586307390086e-10,"Hit"
"ENSG00000146648","EGFR",2.33576268165592e-41,7.76465909449469e-38,"Hit"
"ENSG00000146678","IGFBP1",8.600826476667e-06,0.000280995551990764,"Hit"
"ENSG00000146757","ZNF92",0.000342430207270274,0.00678583377954224,"Hit"
"ENSG00000146776","ATXN7L1",5.86619550497806e-10,4.28586822141172e-08,"Hit"
"ENSG00000146834","MEPCE",7.56487664519267e-08,3.93699274955487e-06,"Hit"
"ENSG00000146963","LUC7L2",0.00209436478755547,0.0300580340854022,"Hit"
"ENSG00000147041","SYTL5",0.000703774111546262,0.0124194882033585,"Hit"
"ENSG00000147044","CASK",5.09732767527628e-09,3.22757933800708e-07,"Hit"
"ENSG00000147100","SLC16A2",2.89657340749288e-09,1.89732692608043e-07,"Hit"
"ENSG00000147202","DIAPH2",1.48902003253326e-23,7.07124977592669e-21,"Hit"
"ENSG00000147251","DOCK11",3.30082436223568e-05,0.000918223044867111,"Hit"
"ENSG00000147255","IGSF1",8.02217282743717e-08,4.15061603449152e-06,"Hit"
"ENSG00000147257","GPC3",2.76434899526754e-07,1.28522897168086e-05,"Hit"
"ENSG00000147650","LRP12",0.00038786727056966,0.00752366316085306,"Hit"
"ENSG00000147676","MAL2",0.000107604323206721,0.0025436705523196,"Hit"
"ENSG00000147905","ZCCHC7",3.12925936534833e-34,4.62330686455964e-31,"Hit"
"ENSG00000148200","NR6A1",6.45214825589018e-15,1.11421058907236e-12,"Hit"
"ENSG00000148337","CIZ1",0.00087881393109478,0.0149336598616834,"Hit"
"ENSG00000148384","INPP5E",0.00027657277273444,0.00567091466314549,"Hit"
"ENSG00000148400","NOTCH1",0.0001046982360389,0.00248824386882798,"Hit"
"ENSG00000148426","PROSER2",1.71619793791793e-06,6.55755286795826e-05,"Hit"
"ENSG00000148468","FAM171A1",5.28345175943192e-05,0.00138597562353959,"Hit"
"ENSG00000148484","RSU1",6.06570161395446e-22,2.33784447422471e-19,"Hit"
"ENSG00000148498","PARD3",3.43392505604982e-17,7.9410263426599e-15,"Hit"
"ENSG00000148672","GLUD1",0.000173258414856982,0.00378605939581477,"Hit"
"ENSG00000148677","ANKRD1",2.29563618371756e-11,2.06949656507745e-09,"Hit"
"ENSG00000148690","FRA10AC1",0.00145809239399143,0.0225838725252231,"Hit"
"ENSG00000148700","ADD3",2.4475064211093e-09,1.62316672725638e-07,"Hit"
"ENSG00000148842","CNNM2",0.000142910171906483,0.00324833599288975,"Hit"
"ENSG00000148942","SLC5A12",0.00137822024146917,0.0215222484448803,"Hit"
"ENSG00000149084","HSD17B12",0.000611916135605164,0.0110627448744281,"Hit"
"ENSG00000149179","C11orf49",6.83772243388214e-27,5.34830560019593e-24,"Hit"
"ENSG00000149231","CCDC82",0.000266919625219942,0.00549842022703264,"Hit"
"ENSG00000149256","TENM4",2.1402620529819e-11,1.94259826064849e-09,"Hit"
"ENSG00000149257","SERPINH1",5.46819309513172e-06,0.000185723023208088,"Hit"
"ENSG00000149260","CAPN5",0.000224559133265027,0.00475850644625509,"Hit"
"ENSG00000149294","NCAM1",4.35318328578445e-18,1.15768556302152e-15,"Hit"
"ENSG00000149480","MTA2",0.000314216668560894,0.0063161587934304,"Hit"
"ENSG00000149547","EI24",0.00163344770978427,0.0246397665309148,"Hit"
"ENSG00000149564","ESAM",3.78606831369658e-06,0.000133359868522446,"Hit"
"ENSG00000149591","TAGLN",2.84174860553542e-06,0.000103101585833027,"Hit"
"ENSG00000149658","YTHDF1",0.00115954462888276,0.0188673276292324,"Hit"
"ENSG00000149792","MRPL49",0.00257364474425455,0.0356105662480257,"Hit"
"ENSG00000149809","TM7SF2",0.000531487665478976,0.00983603547372852,"Hit"
"ENSG00000149927","DOC2A",5.52484071561736e-12,5.71702778175596e-10,"Hit"
"ENSG00000149948","HMGA2",9.98229285460155e-15,1.60890361318348e-12,"Hit"
"ENSG00000150471","ADGRL3",6.11054919836488e-15,1.06211729007396e-12,"Hit"
"ENSG00000150477","KIAA1328",2.84706226055838e-14,4.32655850041655e-12,"Hit"
"ENSG00000150687","PRSS23",7.67567935514865e-05,0.00191488758696832,"Hit"
"ENSG00000150760","DOCK1",1.79131936268073e-14,2.81883710835097e-12,"Hit"
"ENSG00000150867","PIP4K2A",0.00277189145191937,0.0378417254991498,"Hit"
"ENSG00000150907","FOXO1",0.00348259083422404,0.0455563308634305,"Hit"
"ENSG00000150961","SEC24D",0.000419224607908482,0.00801874525732246,"Hit"
"ENSG00000150991","UBC",1.89080885704118e-05,0.000564990682518576,"Hit"
"ENSG00000151067","CACNA1C",1.08304012319344e-05,0.000345890011322547,"Hit"
"ENSG00000151090","THRB",1.11641128657673e-08,6.70199588153984e-07,"Hit"
"ENSG00000151135","TMEM263",6.09389296928369e-06,0.000204622461647892,"Hit"
"ENSG00000151136","BTBD11",3.45806590855374e-11,3.01520671383863e-09,"Hit"
"ENSG00000151150","ANK3",7.44460934226797e-05,0.00186951785503564,"Hit"
"ENSG00000151229","SLC2A13",5.46474722762793e-17,1.21107906476281e-14,"Hit"
"ENSG00000151233","GXYLT1",0.00146584061480323,0.0226906666531299,"Hit"
"ENSG00000151240","DIP2C",1.33005072755881e-08,7.87781047855209e-07,"Hit"
"ENSG00000151276","MAGI1",6.85070271469207e-13,8.13337446404112e-11,"Hit"
"ENSG00000151320","AKAP6",1.45052452197815e-15,2.79530790851354e-13,"Hit"
"ENSG00000151338","MIPOL1",1.33961336885271e-06,5.23137708241834e-05,"Hit"
"ENSG00000151422","FER",0.00187425557256702,0.0275380954126229,"Hit"
"ENSG00000151445","VIPAS39",0.00119656592740854,0.0193326089146432,"Hit"
"ENSG00000151468","CCDC3",0.00269598653833828,0.0370527472871154,"Hit"
"ENSG00000151470","C4orf33",0.00293965226241952,0.0397410657124274,"Hit"
"ENSG00000151532","VTI1A",7.39176344661725e-10,5.31287992160376e-08,"Hit"
"ENSG00000151632","AKR1C2",1.38658170844491e-12,1.58260746585339e-10,"Hit"
"ENSG00000151651","ADAM8",2.45184379666462e-06,9.03107118123253e-05,"Hit"
"ENSG00000151779","NBAS",5.69066796072371e-09,3.58619961486935e-07,"Hit"
"ENSG00000151806","GUF1",0.00140190094536362,0.0217896865815313,"Hit"
"ENSG00000151914","DST",2.16119553217712e-11,1.9549263259428e-09,"Hit"
"ENSG00000152061","RABGAP1L",3.80953115403369e-05,0.00103905477119628,"Hit"
"ENSG00000152092","ASTN1",0.000165874847672836,0.00367177494778972,"Hit"
"ENSG00000152117","AC073869.1",5.26208834408238e-05,0.00138280610101311,"Hit"
"ENSG00000152137","HSPB8",5.8970911857443e-05,0.0015315160448602,"Hit"
"ENSG00000152217","SETBP1",0.00263380538374648,0.036348427802467,"Hit"
"ENSG00000152229","PSTPIP2",1.72813741079441e-06,6.59369961300811e-05,"Hit"
"ENSG00000152422","XRCC4",0.000113809384138184,0.00267844846174412,"Hit"
"ENSG00000152767","FARP1",1.08626468903269e-21,4.0122393250188e-19,"Hit"
"ENSG00000152818","UTRN",2.20627846829238e-07,1.05655601594735e-05,"Hit"
"ENSG00000152894","PTPRK",1.04177618071805e-43,3.95785653571655e-40,"Hit"
"ENSG00000152952","PLOD2",4.88071791821432e-11,4.21421468561661e-09,"Hit"
"ENSG00000153015","CWC27",1.97226851464814e-06,7.40826396589726e-05,"Hit"
"ENSG00000153201","RANBP2",0.00113540302027669,0.018581481797685,"Hit"
"ENSG00000153395","LPCAT1",0.00190753216784785,0.0279498129320913,"Hit"
"ENSG00000153707","PTPRD",1.50765807786025e-08,8.81201295002541e-07,"Hit"
"ENSG00000153774","CFDP1",8.79355830194764e-17,1.91685155313111e-14,"Hit"
"ENSG00000153815","CMIP",3.34818491052091e-17,7.81066925529763e-15,"Hit"
"ENSG00000153904","DDAH1",0.000275409311700817,0.005655780104534,"Hit"
"ENSG00000153936","HS2ST1",7.77943172487284e-15,1.30117111503942e-12,"Hit"
"ENSG00000153944","MSI2",2.37706547623879e-05,0.000687436587440457,"Hit"
"ENSG00000153956","CACNA2D1",1.60790748387432e-13,2.15963089020978e-11,"Hit"
"ENSG00000153976","HS3ST3A1",1.17492819204509e-08,7.03739647280341e-07,"Hit"
"ENSG00000154040","CABYR",2.01061116980302e-06,7.53101316193541e-05,"Hit"
"ENSG00000154065","ANKRD29",4.30749224481765e-05,0.0011524491826829,"Hit"
"ENSG00000154080","CHST9",4.60190586557642e-14,6.79906025495218e-12,"Hit"
"ENSG00000154127","UBASH3B",7.2970725181368e-05,0.00183767373624366,"Hit"
"ENSG00000154162","CDH12",1.23770325333453e-11,1.17976631968382e-09,"Hit"
"ENSG00000154174","TOMM70",6.64639174105993e-05,0.0016995590573245,"Hit"
"ENSG00000154175","ABI3BP",8.2175480782124e-24,4.04699025170334e-21,"Hit"
"ENSG00000154217","PITPNC1",7.48649815769733e-06,0.000248559215987269,"Hit"
"ENSG00000154229","PRKCA",1.25187050901447e-22,5.36971682527918e-20,"Hit"
"ENSG00000154252","GAL3ST2",0.000362028126428106,0.0071264071015759,"Hit"
"ENSG00000154309","DISP1",1.55662039154696e-13,2.10135851232486e-11,"Hit"
"ENSG00000154319","FAM167A",2.00898115178418e-06,7.53101316193541e-05,"Hit"
"ENSG00000154358","OBSCN",2.2156489476978e-05,0.000646085176700387,"Hit"
"ENSG00000154654","NCAM2",6.39827024533209e-07,2.71380540517323e-05,"Hit"
"ENSG00000154734","ADAMTS1",6.77096389309492e-12,6.92565437588332e-10,"Hit"
"ENSG00000154803","FLCN",0.00016790526331419,0.00369948017612061,"Hit"
"ENSG00000154864","PIEZO2",5.46803299648292e-13,6.70123822619662e-11,"Hit"
"ENSG00000155090","KLF10",0.000929959179951538,0.0156783360436639,"Hit"
"ENSG00000155093","PTPRN2",5.54517763532835e-05,0.00144718796892956,"Hit"
"ENSG00000155099","PIP4P2",0.00248751411975871,0.0346713577048548,"Hit"
"ENSG00000155111","CDK19",1.27100684985885e-11,1.20288811975609e-09,"Hit"
"ENSG00000155465","SLC7A7",0.00173914704922625,0.0259253792752931,"Hit"
"ENSG00000155508","CNOT8",0.00098918923400882,0.016493102501085,"Hit"
"ENSG00000155530","LRGUK",1.56304049279499e-05,0.000478888235776381,"Hit"
"ENSG00000155621","C9orf85",0.000709320718388643,0.0124842324188137,"Hit"
"ENSG00000155660","PDIA4",2.8708147766651e-05,0.000808754747570252,"Hit"
"ENSG00000155719","OTOA",0.000973074827575672,0.0162652117941844,"Hit"
"ENSG00000155961","RAB39B",0.000169073063529583,0.003715974422732,"Hit"
"ENSG00000155966","AFF2",4.71392937163529e-06,0.000162596936069091,"Hit"
"ENSG00000155974","GRIP1",3.17875003925357e-13,4.09043998543274e-11,"Hit"
"ENSG00000156011","PSD3",1.44055957944633e-10,1.15045770137525e-08,"Hit"
"ENSG00000156026","MCU",4.23088036782213e-15,7.70657756862066e-13,"Hit"
